paese,isrc,uri,genres,danceability,energy,speechiness,acousticness,instrumentalness,valence,tempo
Arabia_Saudita,USSM12305010,spotify:track:42VsgItocQwOQC3XWZ8JNA,"['rap', 'slap house']",0.569,0.882,0.06,0.0316,0,0.201,148.038
Arabia_Saudita,USUM72317276,spotify:track:51ZQ1vr10ffzbwIjDCwqm4,['pop'],0.645,0.646,0.0427,0.0615,3.04e-05,0.295,115.842
Arabia_Saudita,USUM72401993,spotify:track:3QaPy1KgI7nu9FJEQUgn6h,"['art pop', 'pop']",0.467,0.247,0.0431,0.612,0.000271,0.126,148.101
Arabia_Saudita,QM4TX2453776,spotify:track:67smGwuPEtA6GAfeweAVNO,['krushfunk'],0.681,0.773,0.0345,0.0863,0.734,0.504,129.923
Arabia_Saudita,USUG12303881,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.264,0.64,0.0442,0.0393,2.31e-06,0.19,84.828
Arabia_Saudita,USUM72401995,spotify:track:1CsMKhwEmNnmvHUuO5nryA,"['art pop', 'pop']",0.251,0.252,0.0375,0.693,0.00706,0.0395,69.988
Arabia_Saudita,USA2P2330093,spotify:track:2HRgqmZQC0MC7GeNuDIXHN,['k-pop'],0.79,0.831,0.044,0.312,0,0.872,124.987
Arabia_Saudita,USUG12402839,spotify:track:77DRzu7ERs0TX3roZcre7Q,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.831,0.643,0.11,0.046,0,0.142,139.948
Arabia_Saudita,USA2P2411822,spotify:track:0PBTlQ84CBJF0tBnKGmQa6,"['j-division', 'korean ost']",0.466,0.601,0.053,0.0315,0,0.627,53.376
Arabia_Saudita,USUM72401992,spotify:track:6TGd66r0nlPaYm3KIoI7ET,"['art pop', 'pop']",0.407,0.192,0.0368,0.637,3.33e-06,0.159,128.173
Arabia_Saudita,USUM72401990,spotify:track:6fPan2saHdFaIHuTSatORv,"['art pop', 'pop']",0.467,0.392,0.0908,0.2,0.0174,0.313,145.104
Arabia_Saudita,USSM12402041,spotify:track:2tudvzsrR56uom6smgOcSf,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",0.814,0.676,0.231,0.00709,1.28e-05,0.312,162.012
Arabia_Saudita,USSM11300080,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,"['modern alternative rock', 'modern rock', 'pop']",0.612,0.807,0.0336,0.0495,0.0177,0.398,124.053
Argentina,BK4DA2410627,spotify:track:3GD6eImRvT0zgr8cQnokUq,"['argentine hip hop', 'trap argentino', 'trap triste']",0.728,0.618,0.0673,0.203,0,0.217,130.104
Argentina,AR5UH2302301,spotify:track:5rQSQlZXXjMcevPGoAfE1z,['pop argentino'],0.693,0.641,0.0359,0.368,0,0.514,92.01
Argentina,USWL12400226,spotify:track:4wS0TnQzVkY9ML1BPKpOk1,"['trap argentino', 'trap latino', 'urbano latino']",0.646,0.907,0.0593,0.422,0,0.816,168.004
Argentina,QM4TW2445323,spotify:track:0GVPemmAwkXhFlYimhdDr3,[],0.676,0.573,0.338,0.0185,0,0.369,98.325
Argentina,QZL382406049,spotify:track:6XjDF6nds4DE2BBbagZol6,['reggaeton chileno'],0.791,0.499,0.0509,0.446,2.41e-05,0.669,99.986
Argentina,USSD12400112,spotify:track:5bi0gh89wRuH2OgjdAKFsb,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",0.725,0.709,0.129,0.321,0.000189,0.648,99.993
Argentina,CLPP22300118,spotify:track:7JKptWv4YXmievid0HajID,"['trap argentino', 'trap triste']",0.482,0.794,0.0835,0.187,0,0.565,154.921
Argentina,USUM72318216,spotify:track:7bywjHOc0wSjGGbj04XbVi,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",0.774,0.86,0.13,0.131,0,0.446,100.019
Argentina,UYB282400001,spotify:track:2RmtEc2ZNDCzAU3vH0AbKx,"['argentine hip hop', 'r&b argentino', 'trap argentino', 'trap latino', 'urbano latino']",0.582,0.834,0.0394,0.224,2.67e-06,0.95,167.945
Argentina,UYB282413003,spotify:track:2eV3pmYGM1bm1vWHc0t8WF,[],0.816,0.788,0.0722,0.183,0,0.719,102.016
Argentina,UKU932431076,spotify:track:4DDmzgsqbZ2qwKbOnV9Bzp,[],0.871,0.728,0.0663,0.0483,4.45e-06,0.703,99.972
Argentina,QM6MZ2414114,spotify:track:42mrOMjkQb7jRKatu0bqg4,['cuarteto'],0.641,0.907,0.0764,0.241,0,0.827,76.02
Argentina,AR5UH2301964,spotify:track:0mJRX0WnqWlu8Boe7gpQ1P,['pop argentino'],0.842,0.673,0.0474,0.145,0,0.732,97.975
Argentina,ARACN2400001,spotify:track:1905loqmX0pSFPMbA9rc1f,[],0.929,0.655,0.251,0.238,0,0.635,129.971
Argentina,BK4DA2407011,spotify:track:4YntVuBqggRsASIbBoWT3F,['cumbia pop'],0.555,0.555,0.0726,0.2,0,0.774,99.809
Argentina,USSD12300584,spotify:track:6Es8Sk3xe1HiJ2MXCfHHwR,['pop argentino'],0.833,0.809,0.0381,0.0836,0,0.905,128.055
Argentina,CLPP22300109,spotify:track:1TyBUtMxdmRfXhW3MmbxtQ,"['trap argentino', 'trap triste']",0.731,0.855,0.0516,0.0943,0,0.966,148.052
Argentina,USWL12400891,spotify:track:43PiEypaceH339CSNiggyj,"['reggaeton flow', 'trap latino', 'urbano latino']",0.703,0.617,0.151,0.215,6.11e-06,0.486,173.97
Argentina,QM6N22456323,spotify:track:3cWo162YkfLIFyB3DWbVoH,['cuarteto'],0.561,0.803,0.073,0.146,0,0.338,153.669
Argentina,USWL12401428,spotify:track:3sra6aEWWDXUiy46fWQobH,['pop argentino'],0.8,0.679,0.0485,0.154,2.59e-05,0.974,106.045
Argentina,ARP7V2300043,spotify:track:2xbH0CuDbid800YW5nMPzR,"['argentine hip hop', 'rap conciencia', 'rap underground argentino']",0.764,0.738,0.0336,0.182,0,0.647,93.963
Argentina,QZXD92300025,spotify:track:7s4emXHJwAuo5VvGBXmnBL,"['trap latino', 'urbano latino']",0.794,0.729,0.111,0.181,0,0.54,92.967
Argentina,USSD12300585,spotify:track:5f4mOETLngamMDTJnbF9s7,['pop argentino'],0.858,0.677,0.118,0.106,0,0.584,100.046
Argentina,UYS642300003,spotify:track:1kqH58eGh2ZTOHwqBIB2tM,['rap uruguayo'],0.76,0.703,0.0631,0.313,0,0.739,96.033
Argentina,GBRKQ2490240,spotify:track:1NVBLZ63QLBjBoh5Tf0pKj,"['previa', 'rkt']",0.858,0.923,0.167,0.106,0.00611,0.422,102.021
Australia,QM24S2402528,spotify:track:7fzHQizxTqy8wTXwlrgPQQ,['chill abstract hip hop'],0.849,0.699,0.0436,0.0982,0.000215,0.927,138.003
Australia,USUM72404990,spotify:track:7221xIgOnuakPdLqT0F3nP,"['dfw rap', 'melodic rap', 'pop', 'rap']",0.638,0.855,0.0264,0.00757,0,0.731,127.986
Australia,USUYG1541249,spotify:track:2FQrifJ1N335Ljm3TjTVVf,['pop rap'],0.722,0.709,0.0273,0.0633,0,0.604,81.012
Australia,USUM72403305,spotify:track:2qSkIjg1o9h3YT9RAgYN75,['pop'],0.701,0.76,0.0285,0.107,6.54e-05,0.69,103.969
Australia,USUM72401991,spotify:track:629DixmZGHc7ILtEntuiWE,"['art pop', 'pop']",0.893,0.4,0.0643,0.0452,0.0823,0.945,124.987
Australia,USUG12400910,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.898,0.472,0.0776,0.0107,0,0.214,101.061
Australia,USUM72401988,spotify:track:7BRD7x5pt8Lqa1eGYC4dzj,"['art pop', 'pop']",0.7,0.425,0.0529,0.144,0.879,0.521,110.015
Australia,USWB12307016,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,['singer-songwriter pop'],0.472,0.471,0.0603,0.151,0,0.219,105.029
Australia,IEACJ2300335,spotify:track:5Z0UnEtpLDQyYlWwgi8m9C,"['irish singer-songwriter', 'modern rock', 'pov: indie']",0.741,0.62,0.0412,0.0295,0.000809,0.934,117.038
Australia,USUG12401028,spotify:track:2OzhQlSqBEmt7hmkYxfT6m,['pop'],0.504,0.386,0.0308,0.502,1.53e-05,0.281,192.004
Australia,QZJ842400387,spotify:track:2GxrNKugF82CnoRFbQfzPf,[],0.599,0.946,0.0447,0.000938,0.0106,0.747,151.647
Australia,USUM72401994,spotify:track:6dOtVTDdiauQNBQEDOtlAB,"['art pop', 'pop']",0.747,0.507,0.0358,0.2,0.0608,0.438,104.978
Australia,USUM72401995,spotify:track:1CsMKhwEmNnmvHUuO5nryA,"['art pop', 'pop']",0.251,0.252,0.0375,0.693,0.00706,0.0395,69.988
Australia,USUM72401993,spotify:track:3QaPy1KgI7nu9FJEQUgn6h,"['art pop', 'pop']",0.467,0.247,0.0431,0.612,0.000271,0.126,148.101
Australia,QZTB92360479,spotify:track:2uqYupMHANxnwgeiXTZXzd,[],0.756,0.672,0.0522,0.464,3.37e-06,0.739,114.935
Australia,USUM72212470,spotify:track:0mflMxspEfB0VbI1kyLiAv,['pov: indie'],0.664,0.5,0.0651,0.799,0,0.801,117.896
Australia,USWB12302315,spotify:track:17phhZDn6oGtzMe56NuWvj,[],0.561,0.604,0.0337,0.199,1.9e-05,0.242,159.92
Australia,USUM72401992,spotify:track:6TGd66r0nlPaYm3KIoI7ET,"['art pop', 'pop']",0.407,0.192,0.0368,0.637,3.33e-06,0.159,128.173
Australia,USUM72401990,spotify:track:6fPan2saHdFaIHuTSatORv,"['art pop', 'pop']",0.467,0.392,0.0908,0.2,0.0174,0.313,145.104
Australia,USUM72401996,spotify:track:2prqm9sPLj10B4Wg0wE5x9,"['art pop', 'pop']",0.349,0.337,0.0407,0.29,0.172,0.0365,142.01
Australia,USUG12401040,spotify:track:4q5YezDOIPcoLr8R81x9qy,['pop'],0.701,0.751,0.0502,0.123,0,0.22,129.994
Australia,USUM72401989,spotify:track:1LLUoftvmTjVNBHZoQyveF,"['art pop', 'pop']",0.857,0.386,0.168,0.243,0.0931,0.661,125.017
Australia,USUM72317276,spotify:track:51ZQ1vr10ffzbwIjDCwqm4,['pop'],0.645,0.646,0.0427,0.0615,3.04e-05,0.295,115.842
Australia,GBKPL2205058,spotify:track:3qhlB30KknSejmIvZZLjOD,"['pov: indie', 'psychedelic pop']",0.689,0.454,0.0584,0.0351,0.00259,0.912,159.982
Australia,USUM72401987,spotify:track:7DpUoxGSdlDHfqCYj0otzU,"['art pop', 'pop']",0.521,0.254,0.0399,0.815,0.884,0.153,125.021
Austria,QZHN42456477,spotify:track:17MhO4CkAL6qWy6jxO9B6a,[],0.913,0.483,0.25,0.204,0,0.809,140.879
Austria,QZJ842400387,spotify:track:2GxrNKugF82CnoRFbQfzPf,[],0.599,0.946,0.0447,0.000938,0.0106,0.747,151.647
Austria,ATAJ12400345,spotify:track:32Xr4SIsTHMlpXeRZnXwN0,"['bosnian pop', 'turbo folk']",0.854,0.878,0.183,0.165,0,0.89,140.037
Austria,USUM72401991,spotify:track:629DixmZGHc7ILtEntuiWE,"['art pop', 'pop']",0.893,0.4,0.0643,0.0452,0.0823,0.945,124.987
Austria,USUM72401988,spotify:track:7BRD7x5pt8Lqa1eGYC4dzj,"['art pop', 'pop']",0.7,0.425,0.0529,0.144,0.879,0.521,110.015
Austria,NL4TG2400001,spotify:track:0uHrMbMv3c78398pIANDqR,[],0.706,0.94,0.168,0.173,0.000349,0.479,160.068
Austria,QZL382406049,spotify:track:6XjDF6nds4DE2BBbagZol6,['reggaeton chileno'],0.791,0.499,0.0509,0.446,2.41e-05,0.669,99.986
Austria,DEE862400427,spotify:track:48lxT5qJF0yYyf2z4wB4xW,[],0.788,0.936,0.301,0.0229,1.3e-06,0.844,151.019
Austria,QM24S2402528,spotify:track:7fzHQizxTqy8wTXwlrgPQQ,['chill abstract hip hop'],0.849,0.699,0.0436,0.0982,0.000215,0.927,138.003
Austria,IEACJ2300335,spotify:track:5Z0UnEtpLDQyYlWwgi8m9C,"['irish singer-songwriter', 'modern rock', 'pov: indie']",0.741,0.62,0.0412,0.0295,0.000809,0.934,117.038
Austria,DEA622401272,spotify:track:16f4ZN6XOfrIO8fJkm28HM,['german pop'],0.857,0.687,0.0785,0.109,0.000577,0.531,99.969
Austria,USWB12307016,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,['singer-songwriter pop'],0.472,0.471,0.0603,0.151,0,0.219,105.029
Austria,USUYG1541249,spotify:track:2FQrifJ1N335Ljm3TjTVVf,['pop rap'],0.722,0.709,0.0273,0.0633,0,0.604,81.012
Austria,QM24S2400638,spotify:track:5uQ7de4EWjb3rkcFxyEOpu,['singer-songwriter pop'],0.646,0.668,0.0282,0.491,0,0.64,90.969
Austria,USUM72401994,spotify:track:6dOtVTDdiauQNBQEDOtlAB,"['art pop', 'pop']",0.747,0.507,0.0358,0.2,0.0608,0.438,104.978
Austria,ATAJ12400343,spotify:track:2jbyyX4V0mbqywpre52pzW,"['bosnian pop', 'turbo folk']",0.866,0.801,0.305,0.509,0,0.632,141.041
Austria,USUM72401996,spotify:track:2prqm9sPLj10B4Wg0wE5x9,"['art pop', 'pop']",0.349,0.337,0.0407,0.29,0.172,0.0365,142.01
Austria,DEUM72401182,spotify:track:1EjIXKhNHI00ZLMRpS8iz8,[],0.542,0.77,0.147,0.215,0,0.489,159.818
Austria,FRX202445570,spotify:track:3pPMgoouYtezLiBTEeL9be,"['german hip hop', 'german r&b', 'german trap']",0.919,0.609,0.0633,0.129,0.000457,0.866,133.981
Austria,USUM72401995,spotify:track:1CsMKhwEmNnmvHUuO5nryA,"['art pop', 'pop']",0.251,0.252,0.0375,0.693,0.00706,0.0395,69.988
Austria,NLZ542301810,spotify:track:0h3Xy4V4apMraB5NuM8U7Z,[],0.875,0.518,0.0551,0.0638,0.00995,0.37,126.089
Austria,USUM72401993,spotify:track:3QaPy1KgI7nu9FJEQUgn6h,"['art pop', 'pop']",0.467,0.247,0.0431,0.612,0.000271,0.126,148.101
Austria,USUM72403305,spotify:track:2qSkIjg1o9h3YT9RAgYN75,['pop'],0.701,0.76,0.0285,0.107,6.54e-05,0.69,103.969
Austria,GBARL2400510,spotify:track:3Vr3zh0r7ALn8VLqCiRR10,['singer-songwriter pop'],0.635,0.601,0.0295,0.246,0,0.332,123.994
Austria,DEVY22400014,spotify:track:61qNgUkD4ThD2DrmQSTH0X,"['german drill', 'german hip hop']",0.82,0.898,0.0657,0.343,0.0356,0.865,114.947
Belgio,NL4TG2400001,spotify:track:0uHrMbMv3c78398pIANDqR,[],0.706,0.94,0.168,0.173,0.000349,0.479,160.068
Belgio,USWB12307016,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,['singer-songwriter pop'],0.472,0.471,0.0603,0.151,0,0.219,105.029
Belgio,QZJ842400387,spotify:track:2GxrNKugF82CnoRFbQfzPf,[],0.599,0.946,0.0447,0.000938,0.0106,0.747,151.647
Belgio,USUM72401988,spotify:track:7BRD7x5pt8Lqa1eGYC4dzj,"['art pop', 'pop']",0.7,0.425,0.0529,0.144,0.879,0.521,110.015
Belgio,USUM72401991,spotify:track:629DixmZGHc7ILtEntuiWE,"['art pop', 'pop']",0.893,0.4,0.0643,0.0452,0.0823,0.945,124.987
Belgio,DEE862400427,spotify:track:48lxT5qJF0yYyf2z4wB4xW,[],0.788,0.936,0.301,0.0229,1.3e-06,0.844,151.019
Belgio,FR9W12422486,spotify:track:6IcsbETuviVu6UTiBTcxY4,[],0.788,0.627,0.0751,0.693,0,0.909,118.093
Belgio,FRDZ22300550,spotify:track:4BVcVEp6Df9VQN5qFwxDn3,['french pop'],0.505,0.357,0.0332,0.155,0,0.211,141.948
Belgio,USUM72401995,spotify:track:1CsMKhwEmNnmvHUuO5nryA,"['art pop', 'pop']",0.251,0.252,0.0375,0.693,0.00706,0.0395,69.988
Belgio,QM24S2400638,spotify:track:5uQ7de4EWjb3rkcFxyEOpu,['singer-songwriter pop'],0.646,0.668,0.0282,0.491,0,0.64,90.969
Belgio,USUM72401994,spotify:track:6dOtVTDdiauQNBQEDOtlAB,"['art pop', 'pop']",0.747,0.507,0.0358,0.2,0.0608,0.438,104.978
Belgio,QZL382406049,spotify:track:6XjDF6nds4DE2BBbagZol6,['reggaeton chileno'],0.791,0.499,0.0509,0.446,2.41e-05,0.669,99.986
Belgio,NLZ542301810,spotify:track:0h3Xy4V4apMraB5NuM8U7Z,[],0.875,0.518,0.0551,0.0638,0.00995,0.37,126.089
Belgio,USUM72401996,spotify:track:2prqm9sPLj10B4Wg0wE5x9,"['art pop', 'pop']",0.349,0.337,0.0407,0.29,0.172,0.0365,142.01
Belgio,USUM72403305,spotify:track:2qSkIjg1o9h3YT9RAgYN75,['pop'],0.701,0.76,0.0285,0.107,6.54e-05,0.69,103.969
Belgio,DEUM72401182,spotify:track:1EjIXKhNHI00ZLMRpS8iz8,[],0.542,0.77,0.147,0.215,0,0.489,159.818
Belgio,IEACJ2300335,spotify:track:5Z0UnEtpLDQyYlWwgi8m9C,"['irish singer-songwriter', 'modern rock', 'pov: indie']",0.741,0.62,0.0412,0.0295,0.000809,0.934,117.038
Belgio,USUM72401993,spotify:track:3QaPy1KgI7nu9FJEQUgn6h,"['art pop', 'pop']",0.467,0.247,0.0431,0.612,0.000271,0.126,148.101
Belgio,USUM72401990,spotify:track:6fPan2saHdFaIHuTSatORv,"['art pop', 'pop']",0.467,0.392,0.0908,0.2,0.0174,0.313,145.104
Belgio,USUM72401992,spotify:track:6TGd66r0nlPaYm3KIoI7ET,"['art pop', 'pop']",0.407,0.192,0.0368,0.637,3.33e-06,0.159,128.173
Belgio,USWB12302315,spotify:track:17phhZDn6oGtzMe56NuWvj,[],0.561,0.604,0.0337,0.199,1.9e-05,0.242,159.92
Belgio,NL9RM2300006,spotify:track:2hIFhSltVcRU1oJ3kf8Zy4,['lustrum'],0.84,0.856,0.112,0.215,0.00071,0.794,127.046
Belgio,GBCEN2300147,spotify:track:59NraMJsLaMCVtwXTSia8i,['hypertechno'],0.638,0.717,0.0375,0.001,1.79e-06,0.422,141.904
Belgio,USSM12401302,spotify:track:7wLShogStyDeZvL0a6daN5,"['pop', 'r&b']",0.727,0.711,0.078,0.582,0,0.375,110.012
Belgio,USUM72401989,spotify:track:1LLUoftvmTjVNBHZoQyveF,"['art pop', 'pop']",0.857,0.386,0.168,0.243,0.0931,0.661,125.017
Bielorussia,RUB422401359,spotify:track:5n0HWIOT3UoScVThrRkH4k,"['russian drill', 'russian hip hop', 'russian trap']",0.617,0.473,0.36,0.277,0.000211,0.505,128.986
Bielorussia,RUAGV2401222,spotify:track:527D034h8WFtVDOBO6GAN5,"['russian hip hop', 'russian trap']",0.765,0.675,0.0298,0.00599,9.95e-05,0.735,120.034
Bielorussia,RUACR2400100,spotify:track:2PXxdh7WHZAlONZW8P3H2h,[],0.861,0.441,0.18,0.108,0,0.693,130.069
Bielorussia,SMRUS0077164,spotify:track:4Q6eUXtjd9sbzP2orZY6x0,[],0.758,0.674,0.0547,0.121,0.000443,0.964,146.077
Bielorussia,RUA1D2436556,spotify:track:6XTvawaDFxvOUScj6E4KLr,[],0.883,0.615,0.0547,0.0844,0.0106,0.952,120.036
Bielorussia,TCAGG2298960,spotify:track:4CvrZAA0I1rG4tlvwYydi4,['belarusian indie'],0.8,0.753,0.0362,0.353,0.75,0.63,126.977
Bielorussia,USA2P2339030,spotify:track:2N0SPREDYqILVEFSsWF5N5,"['j-division', 'korean ost']",0.633,0.607,0.0532,0.183,1.38e-06,0.363,74.029
Bielorussia,QZHN42456477,spotify:track:17MhO4CkAL6qWy6jxO9B6a,[],0.913,0.483,0.25,0.204,0,0.809,140.879
Bielorussia,DGA052355355,spotify:track:74JfQsOBIs7z4y6jDrbDmh,['russian hip hop'],0.814,0.738,0.283,0.0855,0,0.507,152.112
Bielorussia,RUAGW2300175,spotify:track:11gTRcdz4wK32fghA2vrX7,['russian hip hop'],0.788,0.544,0.324,0.141,0,0.411,75.474
Bielorussia,RUA1D2416019,spotify:track:1Mm9DXmUXT2xiCQAZPEEaK,[],0.826,0.627,0.0339,0.103,0,0.864,131.0
Bielorussia,QM24S2402528,spotify:track:7fzHQizxTqy8wTXwlrgPQQ,['chill abstract hip hop'],0.849,0.699,0.0436,0.0982,0.000215,0.927,138.003
Bielorussia,USA2P2411822,spotify:track:0PBTlQ84CBJF0tBnKGmQa6,"['j-division', 'korean ost']",0.466,0.601,0.053,0.0315,0,0.627,53.376
Bielorussia,FR96X1949083,spotify:track:7biChppM3c8q7qcVl7ceb2,"['kavkaz', 'russian emo rap', 'russian grime', 'russian hip hop', 'russian trap']",0.866,0.722,0.144,0.213,0,0.912,137.943
Bielorussia,TCABR1318593,spotify:track:2m3PVx1gsVB5upxi94IW8I,"['belarusian hip hop', 'russian hip hop']",0.762,0.822,0.137,0.011,0,0.565,127.054
Bielorussia,RUA1D2410577,spotify:track:05wSx129HwVCEpXpjAXn6X,"['russian hip hop', 'russian rave']",0.695,0.813,0.0325,0.0456,0,0.629,99.996
Bielorussia,RUA1D2438907,spotify:track:0lEQFpuJSpREmNlc2h3PA2,[],0.758,0.707,0.0526,0.223,0,0.564,93.947
Bielorussia,FRX762249174,spotify:track:6bCLkzoE3agC7Ws9NxVxIn,"['russian gangster rap', 'russian hip hop']",0.769,0.31,0.372,0.872,0,0.71,77.994
Bielorussia,DGA072276281,spotify:track:3WIWqQMBUBQgmJERv3xTMV,['russian hip hop'],0.782,0.644,0.115,0.00676,0,0.774,120.03
Bielorussia,RUA1D2462125,spotify:track:4bC2tnzpkTMZs0EioWRxYb,"['russian hip hop', 'russian pop']",0.625,0.49,0.0595,0.601,0,0.199,96.08
Bielorussia,RUA012200405,spotify:track:6aZw4hMz6ZZqjALf0GAbKy,"['russian drain', 'russian hip hop']",0.7,0.749,0.14,0.0179,0,0.515,175.111
Bielorussia,NLG661800442,spotify:track:4hFLAgCvQdngAtIhb3KaVI,[],0.8,0.828,0.194,0.0527,0.0181,0.811,74.994
Bielorussia,TCAHE2363357,spotify:track:1Za23uNH9LP4gcflnvAGCE,[],0.912,0.878,0.343,0.0565,0.000222,0.677,134.951
Bielorussia,RUA1D2436552,spotify:track:62XPynwhhzYp7A0Q51MmYT,[],0.943,0.662,0.327,0.162,2.16e-05,0.906,124.067
Bielorussia,FR96X1796969,spotify:track:26yvlxKTtN2u3mpbl6AIeI,"['kavkaz', 'russian emo rap', 'russian grime', 'russian hip hop', 'russian trap']",0.423,0.657,0.0486,0.607,0.0296,0.567,129.904
Bolivia,USWL12400226,spotify:track:4wS0TnQzVkY9ML1BPKpOk1,"['trap argentino', 'trap latino', 'urbano latino']",0.646,0.907,0.0593,0.422,0,0.816,168.004
Bolivia,USSD12400112,spotify:track:5bi0gh89wRuH2OgjdAKFsb,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",0.725,0.709,0.129,0.321,0.000189,0.648,99.993
Bolivia,USUM72318216,spotify:track:7bywjHOc0wSjGGbj04XbVi,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",0.774,0.86,0.13,0.131,0,0.446,100.019
Bolivia,QZL382406049,spotify:track:6XjDF6nds4DE2BBbagZol6,['reggaeton chileno'],0.791,0.499,0.0509,0.446,2.41e-05,0.669,99.986
Bolivia,CLPP22300118,spotify:track:7JKptWv4YXmievid0HajID,"['trap argentino', 'trap triste']",0.482,0.794,0.0835,0.187,0,0.565,154.921
Bolivia,FRX452426440,spotify:track:7cXGHxIoogqDTvbuLj0dsO,['musica chihuahuense'],0.655,0.699,0.0499,0.287,0,0.702,152.08
Bolivia,USB271010155,spotify:track:3KZCP2StVGdWkOKyRZNWA4,"['reggaeton', 'trap latino', 'urbano latino']",0.841,0.774,0.0421,0.117,2.66e-06,0.494,95.006
Bolivia,CLPP22300045,spotify:track:6vRQqxOhUFd78p5tL8jXr7,"['trap argentino', 'trap triste']",0.756,0.769,0.0342,0.0973,0,0.973,149.109
Bolivia,QZXD92300025,spotify:track:7s4emXHJwAuo5VvGBXmnBL,"['trap latino', 'urbano latino']",0.794,0.729,0.111,0.181,0,0.54,92.967
Bolivia,UYS642300003,spotify:track:1kqH58eGh2ZTOHwqBIB2tM,['rap uruguayo'],0.76,0.703,0.0631,0.313,0,0.739,96.033
Bolivia,QZDYA1800087,spotify:track:3tt9i3Hhzq84dPS8H7iSiJ,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",0.835,0.679,0.0364,0.583,1.98e-06,0.85,124.98
Bolivia,USWL12401327,spotify:track:0LZy30mVmxqUpdQmaXKXBd,"['reggaeton', 'trap latino', 'urbano latino']",0.786,0.854,0.0741,0.169,2.39e-05,0.522,117.994
Bolivia,DGA062368509,spotify:track:11PV8CaPqlto9Uejx92C35,['musica chihuahuense'],0.721,0.782,0.045,0.251,0,0.77,90.001
Bolivia,BK4DA2407011,spotify:track:4YntVuBqggRsASIbBoWT3F,['cumbia pop'],0.555,0.555,0.0726,0.2,0,0.774,99.809
Bolivia,USSD12300400,spotify:track:4bw8mcDUSRWfQo63ZTYRnU,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",0.909,0.762,0.0643,0.434,0,0.843,101.987
Bolivia,FRX452426443,spotify:track:4vT124ymmEAfre47gVCcRI,['musica chihuahuense'],0.498,0.826,0.0724,0.251,0,0.611,79.469
